,id,id_str,full_text,source,source_url,retweet_count,favorite_count,lang,full_text_lemmatiz,sentiment,polarity,sentiment_analysis
87,1470354684493713408,1470354684493713408,ggoswami atagi published advise vaccinating yearolds covid detailed public…,Twitter for iPhone,http://twitter.com/download/iphone,4,0,en,"['ggoswami', 'atagi', 'published', 'advise', 'vaccinating', 'yearolds', 'covid', 'detailed', 'public…']",0.75,0.4,POSITIVE
88,1470354684355526665,1470354684355526665,consultant oncologist darren cancer backlog resulted nhs overwhelmed covid…,Twitter for Android,http://twitter.com/download/android,52,0,en,"['consultant', 'oncologist', 'darren', 'cancer', 'backlog', 'resulted', 'nh', 'overwhelmed', 'covid…']",0.0,0.0,ZERO
89,1470354682665127938,1470354682665127938,genevavienna pandemic pushed million people poverty geneva vienna pandemic coronavirus covid coronaviruspandemic omicron omicronvariant,Twitter Web App,https://mobile.twitter.com,0,0,en,"['genevavienna', 'pandemic', 'pushed', 'million', 'people', 'poverty', 'geneva', 'vienna', 'pandemic', 'coronavirus', 'covid', 'coronaviruspandemic', 'omicron', 'omicronvariant']",0.0,0.0,ZERO
90,1470354676331606019,1470354676331606019,malaysia mon dec covid update live update cases cities amp areas …,Twitter for iPad,http://twitter.com/#!/download/ipad,32,0,en,"['malaysia', 'mon', 'dec', 'covid', 'update', 'live', 'update', 'case', 'city', 'amp', 'area', '…']",0.5,0.13636363636363635,POSITIVE
91,1470354664298217475,1470354664298217475,students aktu intensified virtual campaign online exams soon cm sunday tweet s…,Twitter for Android,http://twitter.com/download/android,678,0,en,"['student', 'aktu', 'intensified', 'virtual', 'campaign', 'online', 'exam', 'soon', 'cm', 'sunday', 'tweet', 's…']",0.0,0.0,ZERO
92,1470354660896686085,1470354660896686085,government panicked country panicking run lateral flow tests nhs booster website overwhelm…,Twitter for iPhone,http://twitter.com/download/iphone,10,0,en,"['government', 'panicked', 'country', 'panicking', 'run', 'lateral', 'flow', 'test', 'nh', 'booster', 'website', 'overwhelm…']",0.0,0.0,ZERO
93,1470354651664904193,1470354651664904193,kareenakapoorkhan khan kareena amrita arora test covid positive kareena kapoor amrita arora close friends often party together recently two friends seen hanging karisma kapoor malaika arora mumbai covid violated covid norms,Twitter for Android,http://twitter.com/download/android,0,0,en,"['kareenakapoorkhan', 'khan', 'kareena', 'amrita', 'arora', 'test', 'covid', 'positive', 'kareena', 'kapoor', 'amrita', 'arora', 'close', 'friend', 'often', 'party', 'together', 'recently', 'two', 'friend', 'seen', 'hanging', 'karisma', 'kapoor', 'malaika', 'arora', 'mumbai', 'covid', 'violated', 'covid', 'norm']",0.3977272727272727,0.11363636363636363,POSITIVE
94,1470354651149062145,1470354651149062145,kareena amrita accused violating covid norms attended children party recently brings details…,Twitter Web App,https://mobile.twitter.com,3,0,en,"['kareena', 'amrita', 'accused', 'violating', 'covid', 'norm', 'attended', 'child', 'party', 'recently', 'brings', 'details…']",0.25,0.0,ZERO
95,1470354649785974788,1470354649785974788,covid home testing kits run government’s website remember get pinged supposed do…,Twitter for iPhone,http://twitter.com/download/iphone,1,0,en,"['covid', 'home', 'testing', 'kit', 'run', 'government’s', 'website', 'remember', 'get', 'pinged', 'supposed', 'do…']",0.0,0.0,ZERO
96,1470354635672068103,1470354635672068103,odisha appreciation admin setting bed portable hospital unit mkcg hospi…,Twitter for Android,http://twitter.com/download/android,37,0,en,"['odisha', 'appreciation', 'admin', 'setting', 'bed', 'portable', 'hospital', 'unit', 'mkcg', 'hospi…']",0.0,0.0,ZERO
97,1470354632895459329,1470354632895459329,actress kareena kapoor khan amp amrita arora test positive covid bmc orders contacts two get tested …,Twitter Web App,https://mobile.twitter.com,8,0,en,"['actress', 'kareena', 'kapoor', 'khan', 'amp', 'amrita', 'arora', 'test', 'positive', 'covid', 'bmc', 'order', 'contact', 'two', 'get', 'tested', '…']",0.5454545454545454,0.22727272727272727,POSITIVE
98,1470354621772169217,1470354621772169217,malaysia mon dec covid update live update cases cities amp areas …,Twitter for Android,http://twitter.com/download/android,32,0,en,"['malaysia', 'mon', 'dec', 'covid', 'update', 'live', 'update', 'case', 'city', 'amp', 'area', '…']",0.5,0.13636363636363635,POSITIVE
99,1470354620769730562,1470354620769730562,maulanasaad tablighijamaat muslim country put strict…,Twitter for Android,http://twitter.com/download/android,64,0,en,"['maulanasaad', 'tablighijamaat', 'muslim', 'country', 'put', 'strict…']",0.0,0.0,ZERO
